X,a,b,c,d,e,f,g,h
8,18,19,15,15,14,8,6,10
7,43,55,34,26,22,13,15,18
6,30,27,19,32,21,11,10,12
5,26,27,18,19,27,9,8,14
4,21,20,28,17,29,11,19,13
3,18,24,27,41,44,33,14,14
2,15,38,46,68,69,41,23,23
1,43,61,75,104,88,78,34,43
