X,a,b,c,d,e,f,g,h
8,1,0,6,5,10,6,3,1
7,0,5,5,8,14,8,5,1
6,0,4,6,6,12,9,5,2
5,2,4,5,6,11,7,2,2
4,2,6,2,12,11,6,2,1
3,0,5,9,3,7,3,4,3
2,2,3,1,4,3,2,2,0
1,0,0,4,0,3,0,1,1
