X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,14,13,10,12,4,2,4,2
6,25,24,28,27,18,26,17,20
5,101,75,84,150,124,82,108,73
4,194,212,171,173,209,252,225,228
3,196,226,149,54,114,217,391,335
2,205,168,54,4,13,260,263,252
1,0,0,0,0,0,0,0,0
