X,a,b,c,d,e,f,g,h
8,2,2,3,0,0,1,0,5
7,8,18,10,10,5,8,2,13
6,18,12,11,12,12,8,13,28
5,23,25,21,28,23,28,31,60
4,47,28,58,67,72,87,90,59
3,47,186,100,210,149,175,91,54
2,23,70,462,441,457,106,26,9
1,15,43,64,303,53,14,1,2
