X,a,b,c,d,e,f,g,h
8,31,10,785,31,55,268,5,15
7,32,809,47,526,864,39,1208,30
6,146,88,168,290,434,233,114,68
5,17,35,138,53,62,176,39,51
4,14,89,21,42,37,16,93,22
3,16,4,8,8,8,4,5,28
2,5,8,5,0,4,4,4,7
1,3,0,0,1,1,2,0,1
