X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,6,2,8,10,9,7,8,3
6,25,18,32,59,36,54,17,38
5,165,156,235,530,521,181,175,153
4,556,517,660,751,815,638,382,433
3,834,863,694,279,524,616,1235,1081
2,1625,1452,522,23,156,1690,1719,1795
1,0,0,0,0,0,0,0,0
