X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,825,679,208,20,120,1178,929,1228
6,747,597,496,482,684,441,1220,809
5,516,470,453,579,549,467,385,430
4,164,209,213,187,218,168,107,115
3,24,48,32,37,32,30,12,30
2,6,3,11,10,4,3,2,1
1,0,0,0,0,0,0,0,0
