X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,7,5,10,5,6,2,5,1
6,19,21,9,20,8,16,17,19
5,44,51,41,64,56,50,60,40
4,95,92,72,81,90,118,113,122
3,71,95,52,22,44,93,146,136
2,51,41,13,1,5,78,86,72
1,0,0,0,0,0,0,0,0
