X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,2419,2264,769,110,442,3389,2548,3295
6,1504,1016,1179,1300,1678,512,1975,1199
5,701,748,906,1208,1094,625,296,373
4,153,329,287,247,267,145,76,65
3,15,18,21,28,13,11,4,8
2,3,5,1,1,1,3,3,1
1,0,0,0,0,0,0,0,0
