X,a,b,c,d,e,f,g,h
8,34,19,242,43,54,174,12,16
7,22,366,39,303,290,55,587,24
6,105,74,130,150,222,186,101,104
5,13,47,87,72,68,95,54,19
4,22,44,43,73,48,28,47,17
3,19,14,23,22,10,11,4,22
2,9,17,13,5,9,9,4,5
1,1,2,2,2,1,1,0,1
