X,a,b,c,d,e,f,g,h
8,0,1,1,3,2,2,0,2
7,6,8,12,10,13,15,2,2
6,8,26,40,46,11,18,6,5
5,28,53,62,60,75,52,61,22
4,45,24,70,104,87,51,33,41
3,14,76,150,78,94,199,91,14
2,4,14,29,120,104,44,18,28
1,4,32,27,30,34,53,21,6
