X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,2028,1874,606,85,345,2844,2175,2818
6,1391,971,1003,1089,1462,551,1893,1179
5,717,719,829,1099,974,648,356,413
4,178,326,308,256,295,165,90,92
3,17,24,31,28,21,16,7,15
2,2,3,2,2,2,3,2,2
1,0,0,0,0,0,0,0,0
