X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0
4,0,0,1,2,1,1,0,1
3,1,2,5,5,16,9,10,6
2,8,17,37,53,71,112,216,144
1,14,229,242,13,150,97,2836,400
