X,a,b,c,d,e,f,g,h
8,17,55,48,99,56,52,5,4
7,27,58,147,117,169,67,37,9
6,22,92,84,87,55,93,56,27
5,37,29,30,37,45,39,37,19
4,28,33,22,27,27,33,29,27
3,18,14,18,18,13,18,10,13
2,20,23,12,12,10,4,4,11
1,8,6,11,6,6,3,2,8
