X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,0,0,0,0,1,0,0,0
6,6,2,1,1,1,4,0,0
5,1,18,48,244,482,4,3,2
4,115,30,1649,2691,1945,294,20,72
3,248,266,657,487,930,140,1247,191
2,4935,4865,2290,834,1327,4833,4024,5033
1,0,0,0,0,0,0,0,0
