X,a,b,c,d,e,f,g,h
8,9,4,7,5,6,2,4,3
7,20,18,4,14,13,12,4,15
6,12,18,18,9,14,16,16,27
5,13,18,20,32,28,18,32,41
4,21,32,47,54,58,60,57,66
3,19,76,94,149,114,114,66,31
2,24,49,180,197,214,86,30,6
1,15,22,50,97,49,25,2,5
