X,a,b,c,d,e,f,g,h
8,8,5,59,44,37,61,5,2
7,5,58,35,75,62,24,132,12
6,32,33,60,53,70,72,36,26
5,13,19,39,44,42,37,20,9
4,18,26,36,40,39,25,11,13
3,13,14,21,23,22,9,4,8
2,5,14,10,6,7,7,3,2
1,3,5,5,5,3,4,0,0
