X,a,b,c,d,e,f,g,h
8,0,1,0,0,0,0,0,0
7,2,0,1,2,0,2,1,1
6,2,5,4,8,8,8,3,4
5,4,6,9,13,18,12,16,1
4,3,10,30,33,34,38,21,18
3,7,16,46,67,75,70,67,44
2,7,14,35,45,81,86,158,79
1,8,19,16,16,32,41,141,68
