X,a,b,c,d,e,f,g,h
8,4,0,0,3,0,0,0,3
7,3,9,11,2,6,9,1,8
6,15,15,13,33,10,12,6,70
5,6,90,28,35,51,27,203,11
4,30,26,190,86,64,316,18,85
3,88,198,120,673,772,182,149,50
2,39,511,195,385,599,84,1056,35
1,16,54,544,23,37,249,12,11
