X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,1,0,0
7,0,2,2,1,2,1,1,1
6,3,8,5,8,8,4,5,6
5,3,5,15,12,19,10,16,3
4,5,13,26,37,40,38,31,14
3,4,18,38,48,54,49,52,37
2,7,13,23,45,56,62,113,61
1,5,13,8,13,21,41,85,47
