X,a,b,c,d,e,f,g,h
8,10,19,28,40,20,27,5,3
7,11,39,45,56,66,38,27,9
6,12,30,39,43,29,49,25,15
5,14,18,36,23,19,29,29,13
4,16,8,20,14,22,19,11,24
3,14,10,15,13,14,8,10,7
2,9,16,15,12,13,9,0,7
1,7,9,8,7,10,8,2,4
