X,a,b,c,d,e,f,g,h
8,0,1,5,5272,0,0,0,0
7,0,0,119,32,23,0,0,0
6,0,89,0,38,1,36,1,0
5,47,0,9,57,0,0,0,2
4,0,1,0,2,1,0,0,14
3,0,0,0,0,0,0,0,0
2,0,4,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
