X,a,b,c,d,e,f,g,h
8,1,5,4,9,9,5,1,4
7,11,8,10,11,8,8,2,5
6,3,6,10,9,14,11,7,7
5,6,11,11,7,14,11,8,8
4,2,8,18,25,16,11,17,12
3,8,12,20,25,25,24,11,10
2,8,6,23,27,28,15,10,3
1,4,7,11,17,9,3,3,4
