X,a,b,c,d,e,f,g,h
8,13,20,32,59,27,39,6,4
7,14,50,64,78,89,40,32,8
6,19,34,50,52,40,51,40,26
5,20,29,35,27,31,36,31,12
4,19,13,18,24,22,15,15,33
3,18,12,10,16,15,12,10,12
2,8,24,13,15,9,7,3,7
1,4,7,17,12,6,7,4,5
