X,a,b,c,d,e,f,g,h
8,2,1,0,1,0,0,0,2
7,2,3,7,3,8,3,3,2
6,0,12,15,35,7,4,3,1
5,20,118,66,130,213,63,123,17
4,141,12,128,296,188,88,25,104
3,63,239,1435,82,99,1433,213,38
2,18,8,73,561,386,35,10,59
1,0,123,28,45,54,52,56,1
