X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,1580,1358,440,58,249,2168,1665,2200
6,1184,850,798,807,1155,563,1682,1107
5,653,644,684,925,827,620,390,436
4,191,303,295,246,283,166,102,113
3,25,34,41,34,23,20,21,20
2,4,4,6,2,6,2,4,3
1,0,0,0,0,0,0,0,0
