X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0
4,0,19,537,1993,2698,47,1,0
3,5,24,5,11,2,0,40,0
2,5789,5751,5252,3790,3094,5747,5753,5794
1,0,0,0,0,0,0,0,0
