X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,142,112,26,2,16,251,169,213
6,188,168,123,132,171,174,423,250
5,192,148,144,155,187,203,182,241
4,86,84,71,68,71,88,70,89
3,29,25,24,23,16,19,8,22
2,9,4,11,8,3,4,4,3
1,0,0,0,0,0,0,0,0
