X,a,b,c,d,e,f,g,h
8,4,0,0,1,0,0,0,0
7,0,1,4,0,0,3,1,2
6,2,0,6,7,1,1,2,23
5,0,135,8,13,18,2,412,3
4,25,2,408,39,21,416,3,128
3,26,236,48,1020,922,89,80,20
2,17,476,120,308,850,20,1321,10
1,3,6,2148,7,2,740,0,2
