X,a,b,c,d,e,f,g,h
8,0,1,3,4,4,2,0,1
7,4,10,9,11,14,7,4,2
6,8,21,46,37,18,12,7,9
5,21,37,58,51,59,45,37,17
4,30,19,62,101,80,36,31,30
3,11,61,122,64,75,151,66,15
2,5,15,28,100,80,31,16,25
1,2,25,30,30,33,50,16,1
