X,a,b,c,d,e,f,g,h
8,14,60,68,30,79,163,1411,344
7,16,17,49,76,148,202,355,221
6,10,9,26,57,72,94,48,33
5,2,5,3,12,17,13,13,5
4,0,1,2,1,3,0,0,3
3,1,0,1,1,0,0,2,0
2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
