X,a,b,c,d,e,f,g,h
8,9,11,7,10,5,7,8,7
7,11,11,6,17,12,11,10,7
6,3,6,7,8,9,4,6,5
5,4,6,7,8,8,2,5,2
4,9,9,10,9,9,8,9,5
3,19,20,13,8,2,7,8,6
2,20,11,9,5,3,4,12,10
1,10,7,7,6,4,3,9,4
