X,a,b,c,d,e,f,g,h
8,38,11,587,36,54,250,8,20
7,29,695,45,475,680,43,1049,29
6,133,83,171,245,389,244,122,81
5,12,41,124,58,67,145,43,37
4,14,73,31,50,42,13,73,20
3,20,7,12,13,9,7,15,33
2,13,12,8,1,5,5,3,5
1,2,0,1,1,1,2,0,1
