X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,36,28,8,0,2,72,42,46
6,59,62,40,47,59,73,139,90
5,75,61,53,60,83,85,98,119
4,27,33,21,20,36,50,39,50
3,24,12,15,9,12,5,12,10
2,5,6,5,4,3,6,2,5
1,0,0,0,0,0,0,0,0
