X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,8,9,4,2,3,4,1,5
6,13,15,8,13,6,12,15,10
5,35,24,18,37,35,25,40,33
4,54,45,32,39,48,65,59,69
3,34,50,30,10,17,49,76,67
2,25,22,5,0,2,32,43,37
1,0,0,0,0,0,0,0,0
