X,a,b,c,d,e,f,g,h
8,1,0,0,0,0,0,0,0
7,1,4,0,0,0,0,3,5
6,3,0,1,4,1,0,0,3
5,1,4,4,9,4,1,1,15
4,56,2,34,61,21,8,29,8
3,7,157,35,143,24,123,15,2
2,1,0,501,423,358,5,0,0
1,1,1,40,2931,41,2,0,0
