X,a,b,c,d,e,f,g,h
8,4,0,0,0,0,0,0,2
7,3,7,2,0,1,1,6,7
6,3,0,7,4,8,1,4,17
5,5,13,5,16,2,4,6,35
4,85,20,31,67,52,29,41,36
3,25,232,52,249,76,176,44,14
2,5,25,710,674,641,35,3,2
1,6,19,69,1601,60,3,1,0
