X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,2,3,5,5,3,4,5,3
6,18,12,33,58,41,42,24,36
5,169,173,250,687,704,197,194,155
4,683,566,929,1116,1184,806,421,421
3,1039,996,959,433,733,675,1503,1267
2,2476,2336,857,38,268,2600,2544,2761
1,0,0,0,0,0,0,0,0
