X,a,b,c,d,e,f,g,h
8,1,3,6,1,4,5,2,0
7,5,11,15,9,7,9,5,3
6,14,32,20,22,20,15,11,16
5,12,29,31,37,26,24,21,5
4,12,22,51,56,49,45,18,12
3,15,36,65,108,110,68,32,23
2,11,61,61,56,61,40,124,8
1,9,31,48,31,25,81,6,4
