X,a,b,c,d,e,f,g,h
8,0,3,0,0,1,7,1,0
7,0,2,4,1,8,4,3,0
6,0,5,2,3,3,5,2,2
5,1,1,3,5,5,4,2,1
4,0,3,5,8,8,7,5,1
3,1,0,0,5,3,3,1,1
2,0,1,3,2,0,0,1,0
1,0,0,0,1,1,0,3,0
