X,a,b,c,d,e,f,g,h
8,0,0,0,2,0,0,0,0
7,0,0,1,0,0,0,0,0
6,0,0,1,0,1,0,0,1
5,0,202,0,2,2,0,374,0
4,79,0,459,1,0,275,0,56
3,1,77,1,601,345,10,10,0
2,0,177,7,115,399,0,1176,0
1,0,0,4304,0,0,2610,0,0
