X,a,b,c,d,e,f,g,h
8,15,46,55,22,67,159,1089,296
7,12,23,44,79,145,199,344,228
6,10,10,31,57,97,91,63,41
5,1,5,9,21,18,16,17,7
4,3,2,3,4,3,2,0,2
3,0,0,1,1,1,1,2,0
2,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
