X,a,b,c,d,e,f,g,h
8,0,1,3,3,3,2,2,0
7,1,3,3,4,3,3,2,0
6,0,3,12,8,5,5,3,1
5,1,3,11,10,3,4,3,3
4,8,4,8,6,12,0,4,2
3,0,5,7,10,17,7,6,1
2,4,2,9,6,11,4,12,0
1,1,2,1,5,4,7,1,0
