X,a,b,c,d,e,f,g,h
8,6,8,46,32,30,46,5,2
7,3,37,29,68,59,24,88,7
6,22,29,45,39,52,62,24,17
5,11,23,35,32,38,39,16,8
4,17,13,31,37,31,19,7,14
3,10,6,18,18,17,10,11,10
2,6,13,9,5,5,7,1,4
1,3,5,4,4,5,3,2,0
