X,a,b,c,d,e,f,g,h
8,2,3,25,23,20,27,3,1
7,2,17,18,34,46,17,52,5
6,11,15,28,22,41,24,22,5
5,8,12,22,23,30,17,7,3
4,8,15,15,32,20,12,8,8
3,7,6,13,11,8,7,5,6
2,5,5,6,5,6,8,3,1
1,1,4,8,7,2,2,1,1
