X,a,b,c,d,e,f,g,h
8,1,0,4,3,2,2,0,2
7,8,9,8,8,10,4,4,2
6,10,16,37,33,15,15,2,7
5,16,28,44,41,42,42,28,9
4,20,22,52,64,52,27,24,24
3,10,42,78,58,57,127,51,9
2,4,7,24,77,62,27,12,18
1,2,14,19,19,23,34,11,0
