X,a,b,c,d,e,f,g,h
8,5,0,0,2,0,0,1,0
7,10,6,12,4,17,6,4,5
6,3,22,25,47,22,9,8,7
5,30,107,77,118,170,71,116,22
4,134,18,110,249,192,90,37,94
3,42,200,813,89,120,805,212,35
2,13,13,69,378,295,51,20,52
1,1,64,29,54,47,52,29,4
