X,a,b,c,d,e,f,g,h
8,2,541,11,29,90,56,144,0
7,9,3,56,1467,449,17,9,23
6,148,269,1498,28,49,2570,111,56
5,151,1,159,177,177,76,2,120
4,3,73,14,83,161,16,97,0
3,0,3,3,8,1,0,4,0
2,0,1,2,0,0,0,0,0
1,2,0,0,0,0,2,0,2
