X,a,b,c,d,e,f,g,h
8,0,1,1,0,1,1,0,0
7,0,5,0,1,4,2,5,1
6,2,3,3,5,5,6,6,1
5,2,2,11,9,6,2,4,3
4,3,4,7,9,7,7,3,4
3,2,1,10,8,15,10,1,3
2,3,4,7,10,5,8,2,4
1,0,2,4,1,4,2,2,0
