X,a,b,c,d,e,f,g,h
8,2,5,7,9,5,3,7,4
7,6,7,8,6,6,6,2,7
6,4,4,6,11,9,6,4,4
5,8,6,7,3,9,8,6,5
4,2,6,14,25,11,13,7,13
3,8,12,16,15,21,22,11,9
2,4,4,11,14,24,9,5,1
1,6,6,7,21,5,3,4,5
