X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,13,5,16,12,5,9,2,5
6,34,18,38,47,39,47,24,34
5,139,140,136,266,248,119,129,136
4,368,331,342,350,363,421,347,371
3,402,452,311,102,228,362,747,608
2,528,439,131,11,36,593,598,612
1,0,0,0,0,0,0,0,0
