X,a,b,c,d,e,f,g,h
8,1,1,2,1,2,0,0,0
7,0,0,5,2,4,1,2,2
6,1,2,2,3,8,5,7,1
5,0,5,7,7,8,9,6,4
4,2,9,8,6,13,10,12,6
3,5,9,7,12,15,23,20,8
2,5,6,5,10,18,12,20,10
1,1,2,3,7,5,11,15,5
