X,a,b,c,d,e,f,g,h
8,5,4,3,4,1,0,2,2
7,25,20,13,11,8,9,3,14
6,19,16,17,16,14,10,21,34
5,19,28,21,26,32,24,25,52
4,39,37,53,69,67,69,80,65
3,32,131,105,205,162,157,83,46
2,28,61,293,313,339,96,34,7
1,20,27,64,179,56,20,3,3
