X,a,b,c,d,e,f,g,h
8,1,0,0,2,0,0,0,0
7,0,1,1,0,2,2,1,0
6,2,0,5,3,2,4,2,18
5,1,161,3,9,17,0,438,2
4,29,3,454,18,23,398,1,125
3,19,228,40,1012,866,63,67,10
2,12,425,81,252,816,8,1324,6
1,1,1,2551,6,0,941,0,1
