X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,1,0,0
7,0,4,2,2,0,2,0,4
6,3,6,6,11,8,7,5,4
5,3,6,15,13,12,5,14,6
4,4,10,25,33,33,37,33,14
3,6,17,37,49,48,49,56,34
2,7,13,23,46,52,63,92,49
1,4,12,13,13,16,46,66,42
