X,a,b,c,d,e,f,g,h
8,0,1738,0,3,19,6,489,0
7,0,0,15,1231,380,1,2,2
6,92,169,2052,12,4,3648,47,38
5,49,0,32,140,54,43,1,48
4,0,31,0,36,150,1,47,0
3,0,0,2,0,1,0,1,0
2,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,1
