X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,7,2,10,11,2,10,7,3
6,22,22,36,50,29,53,14,32
5,166,147,205,472,473,178,178,156
4,526,476,594,670,719,590,399,421
3,756,779,620,238,466,576,1117,997
2,1355,1207,421,18,115,1451,1485,1520
1,0,0,0,0,0,0,0,0
