X,a,b,c,d,e,f,g,h
8,11,8,8,3,7,5,4,6
7,18,18,18,11,12,7,5,18
6,19,22,16,8,19,15,16,22
5,20,13,32,27,30,24,27,32
4,28,33,45,51,50,44,56,49
3,24,61,86,107,117,111,61,28
2,25,45,144,169,184,87,31,4
1,13,18,46,75,47,20,5,4
