X,a,b,c,d,e,f,g,h
8,3,2,1,0,1,0,0,2
7,4,6,4,2,3,6,5,11
6,13,3,10,9,7,10,10,23
5,14,13,15,29,14,15,20,60
4,74,29,45,61,59,38,53,56
3,32,238,84,251,111,205,71,38
2,14,49,643,593,642,88,15,6
1,18,43,80,713,63,12,2,0
