X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,2165,2005,666,94,377,3034,2319,2966
6,1427,1003,1062,1171,1531,543,1913,1201
5,723,725,843,1134,1027,646,337,404
4,167,326,296,250,281,157,78,88
3,15,23,33,29,21,15,5,13
2,3,4,2,1,1,2,2,0
1,0,0,0,0,0,0,0,0
