X,a,b,c,d,e,f,g,h
8,2,315,21,32,106,68,84,1
7,11,9,79,1256,414,26,17,39
6,154,286,1196,41,63,2052,149,55
5,168,2,205,198,208,84,8,137
4,8,98,37,77,160,27,112,5
3,0,8,6,16,5,1,4,2
2,0,2,4,0,0,3,3,0
1,2,0,0,0,0,4,0,1
