X,a,b,c,d,e,f,g,h
8,6,4,5,9,11,5,0,4
7,9,10,13,11,9,13,3,6
6,5,6,10,12,22,10,5,11
5,5,10,15,11,18,11,8,16
4,6,13,19,25,23,20,26,11
3,9,12,30,36,32,24,20,14
2,6,13,29,29,39,22,9,4
1,4,9,13,24,14,4,5,5
