X,a,b,c,d,e,f,g,h
8,2,4,2549,7,7,693,4,6
7,27,793,17,384,1443,6,1643,15
6,92,92,60,407,411,124,69,9
5,23,2,219,19,13,241,8,77
4,5,169,8,11,24,3,248,6
3,1,3,4,2,1,1,1,12
2,1,4,3,0,1,1,0,3
1,0,0,0,1,0,0,0,0
