X,a,b,c,d,e,f,g,h
8,5,0,1,0,0,0,0,0
7,3,1,4,0,1,5,1,1
6,0,5,6,20,3,1,5,1
5,7,88,14,118,223,29,135,6
4,124,5,108,333,173,65,8,89
3,92,247,2109,63,69,2110,203,29
2,18,2,67,683,435,16,5,51
1,0,242,21,43,47,58,94,2
